"","can_name_clean","yr","cst","cst_n","sub","pty_n","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"2122","ROMUALDO XJ",2016,55,"CAMIGUIN","REGION X","LP",1,NA,"2293701266","https://www.facebook.com/xjromualdo",1,1
"2123","ROMUALDO XJ",2019,55,"CAMIGUIN","REGION X","PDP-LABAN",1,NA,"2293701266","https://www.facebook.com/xjromualdo",1,1
"2124","ROMULO ROMAN T",2010,93,"CITY OF PASIG","NATIONAL CAPITAL REGION","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,"1216371301088018432; 306304903","NA; https://www.facebook.com/CongRomanRomulo",1,1
"2125","ROMULO ROMAN T",2013,93,"CITY OF PASIG","NCR - SECOND DISTRICT","PARTIDO LIBERAL NG PILIPINAS",1,NA,"1216371301088018432; 306304903","NA; https://www.facebook.com/CongRomanRomulo",1,1
"2126","ROMULO ROMAN T",2016,93,"CITY OF PASIG","NCR¬†-¬†SECOND¬†DISTRICT","NPC",0,NA,"1216371301088018432; 306304903","NA; https://www.facebook.com/CongRomanRomulo",1,1
"2127","ROMULO ROMAN T",2019,93,"CITY OF PASIG","NCR - SECOND DISTRICT","AKSYON",1,NA,"1216371301088018432; 306304903","NA; https://www.facebook.com/CongRomanRomulo",1,1
"2128","RONQUILLO SAM",2019,225,"SURIGAO DEL SUR 1","REGION XIII","NPC",0,NA,NA,NA,0,0
"2129","ROQUE ROGELIO NEIL",2016,35,"BUKIDNON 4","REGION X","NPC",1,NA,NA,"https://www.facebook.com/oneilroque.bukidnon",0,0
"2130","ROQUE ROGELIO NEIL",2019,35,"BUKIDNON 4","REGION X","NP",1,NA,NA,"https://www.facebook.com/oneilroque.bukidnon",0,0
"2131","ROQUE ROGELIO NEIL PEPITO",2013,35,"BUKIDNON 4","X","NATIONALIST PEOPLE'S COALITION",1,NA,NA,"https://www.facebook.com/oneilroque.bukidnon",1,0
"2132","ROQUERO EDUARDO JR",2016,210,"SAN JOSE DEL MONTE","REGION III","LP",0,NA,NA,"NA; NA",0,0
"2133","ROQUERO RAYMUNDO",2016,11,"ANTIQUE","REGION VI","UNA",0,NA,NA,"NA; NA",0,0
"2134","ROQUERO RAYMUNDO TINGSON",2013,11,"ANTIQUE","VI","UNA",0,NA,NA,"NA; NA",0,0
"2135","ROSAL PACIFICO",2016,92,"CITY OF PARAÑAQUE 2","NCR¬†-¬†FOURTH¬†DISTRICT","IND",0,NA,NA,NA,0,0
"2136","ROSAL PACIFICO CARDENAS",2013,92,"CITY OF PARAÑAQUE 2","NCR - FOURTH DISTRICT","IND",0,NA,NA,NA,0,0
"2137","ROSAL PACING",2019,92,"CITY OF PARAÑAQUE 2","NCR - FOURTH DISTRICT","IND",0,NA,NA,NA,0,0
"2138","ROSALES FRANCISCO JR C",2010,170,"NORTHERN SAMAR 1","REGION VIII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,NA,"https://www.facebook.com/franciscojunrosalesjr",1,0
"2139","ROXAS JOSE ANTONIO F",2010,193,"PASAY CITY","NATIONAL CAPITAL REGION","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,"2886630182","NA",0,1
"2140","ROÑO MARIO S",2010,208,"SAMAR 1","REGION VIII","NATIONALIST PEOPLE'S COALITION",0,NA,NA,NA,0,0
"2141","RUALO MIKE",2019,97,"COTABATO (NORTH COT.) 2","REGION XII","PFP",0,NA,NA,"NA; https://www.facebook.com/LEE-Michael-mike-RUALO-978521002190102",0,0
"2142","RUBINOS ROBIN",2019,11,"ANTIQUE","REGION VI","IND",0,NA,NA,"NA; https://www.facebook.com/attyboyrobinrubinos",1,0
"2143","RUIZ ALFONSO J",2010,115,"ILOCOS NORTE 1","REGION I","KILUSANG BAGONG LIPUNAN",0,NA,NA,NA,0,0
"2144","RUIZ JOJO",2016,84,"CITY OF MANILA 3","NATIONAL¬†CAPITAL¬†REGION","IND",0,NA,NA,NA,0,0
"2145","RUIZ JOSELITO H",2010,142,"LAPU-LAPU CITY (OPON)","REGION VII","NATIONALIST PEOPLE'S COALITION",0,NA,NA,NA,0,0
"2146","RUIZ LUISITO LACSAMANA",2013,20,"BATANGAS 1","IV-A","IND",0,NA,NA,NA,0,0
"2147","RUIZ NERISSA CORAZON SOON",2013,72,"CEBU 6","VII","UNA",0,NA,"53308642","NA; NA; https://www.facebook.com/Inday-Nerry-Soon-Ruiz-2340778852824531",1,1
"2148","SAARENAS ERIC PAGAPULA AN",2013,44,"CAGAYAN DE ORO CITY 2","X","IND",0,NA,NA,"NA",0,0
"2149","SABALONES LUNA M",2010,67,"CEBU 1","REGION VII","PWERSA NG MASANG PILIPINO",0,NA,NA,NA,0,0
"2150","SABERON GERTRUDES C",2010,223,"SURIGAO DEL NORTE 1","REGION XIII (CARAGA)","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"2151","SABERON GERTRUDES CONJURADO",2013,223,"SURIGAO DEL NORTE 1","CARAGA","IND",0,NA,NA,NA,0,0
"2152","SABILI BERNADETTE PALOMARES",2013,23,"BATANGAS 4","IV-A","IND",0,NA,"4312189573","https://www.facebook.com/bernadettepsabili; NA; NA",1,0
"2153","SABILI BERNADETTE PALOMARES",2016,25,"BATANGAS 6","REGION IV-A","NUP",0,NA,"4312189573","https://www.facebook.com/bernadettepsabili; NA; NA",1,0
"2154","SABILI MEYNARD",2019,25,"BATANGAS 6","REGION IV-A","NPC",0,NA,"492103197","https://www.facebook.com/UsecMeynardSabili; NA; NA",0,0
"2155","SABPEL ABDULLATIP",2016,96,"COTABATO (NORTH COT.) 1","REGION XII","IND",0,NA,NA,NA,0,0
"2156","SACDALAN FERNANDO CAYETANO",2013,96,"COTABATO (NORTH COT.) 1","XII","UNA",0,NA,"1325912474",NA,0,0
"2157","SACDALAN FERNANDO CAYETANO",2016,96,"COTABATO (NORTH COT.) 1","REGION XII","IND",0,NA,"1325912474",NA,0,0
"2158","SACDALAN JESUS",2016,96,"COTABATO (NORTH COT.) 1","REGION XII","LP",1,NA,NA,"NA; https://www.facebook.com/SusingSacdalan",0,0
"2159","SACDALAN JESUS N",2010,96,"NORTH COTABATO 1","REGION XII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"NA; https://www.facebook.com/SusingSacdalan",1,0
"2160","SACDALAN JESUS NONATO",2013,96,"COTABATO (NORTH COT.) 1","XII","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"NA; https://www.facebook.com/SusingSacdalan",0,0
"2161","SACDALAN JOEL",2019,96,"COTABATO (NORTH COT.) 1","REGION XII","PDP-LABAN",1,NA,NA,"https://www.facebook.com/Office-of-Rep-Joselito-Joel-Sacdalan-112052116853491",0,0
"2162","SACRAMED DARWIN",2016,41,"CAGAYAN 2","REGION II","LP",0,NA,NA,"NA; NA; https://www.facebook.com/Lt.Col.DarwinSacramed",0,0
"2163","SACRAMED DARWIN",2019,41,"CAGAYAN 2","REGION II","PDP-LABAN",0,NA,NA,"NA; NA; https://www.facebook.com/Lt.Col.DarwinSacramed",0,0
"2164","SAEL BRANDO M",2010,10,"ALBAY 3","REGION V","PARTIDO NACIONALISTA",0,NA,NA,"NA; NA; NA",0,0
"2165","SAGARBARRIA CHIQUITING",2016,168,"NEGROS ORIENTAL 2","REGION VII","NPC",1,NA,"1305322601388994304","NA; https://www.facebook.com/congchiquiting",1,1
"2166","SAGARBARRIA CHIQUITING",2019,168,"NEGROS ORIENTAL 2","REGION VII","NPC",1,NA,"1305322601388994304","NA; https://www.facebook.com/congchiquiting",1,1
"2167","SAGLE AMBARO PULTOC",2013,12,"APAYAO","CAR","UNA",0,NA,NA,NA,0,0
"2168","SAHALI RUBY MAQUISO",2013,232,"TAWI-TAWI","ARMM","PARTIDO LIBERAL NG PILIPINAS",1,NA,"545167212","NA; https://www.facebook.com/RubyMaquisoSahali",1,1
"2169","SAHALI RUBY MAQUISO",2016,232,"TAWI-TAWI","AUTONOMOUS¬†REGION¬†IN¬†MUSLIM¬†MINDANAO","LP",1,NA,"545167212","NA; https://www.facebook.com/RubyMaquisoSahali",1,1
"2170","SAHALI RUBY MAQUISO",2019,232,"TAWI-TAWI","AUTONOMOUS REGION IN MUSLIM MINDANAO","PDP-LABAN",0,NA,"545167212","NA; https://www.facebook.com/RubyMaquisoSahali",1,1
"2171","SAHDIN ONDOS M",2010,16,"BASILAN","AUTONOMOUS REGION IN MUSLIM MINDANAO","INDEPENDENT",0,NA,NA,"NA; NA; NA",0,0
"2172","SAHIDULLA NUR ANA",2016,222,"SULU 2","AUTONOMOUS¬†REGION¬†IN¬†MUSLIM¬†MINDANAO","PDP-LABAN",0,NA,NA,"NA; NA; NA",0,0
"2173","SAHIDULLA NUR ANA I",2010,222,"SULU 2","AUTONOMOUS REGION IN MUSLIM MINDANAO","NATIONALIST PEOPLE'S COALITION",1,NA,NA,"NA; NA; NA",0,0
"2174","SAHIDULLA NUR ANA INDANAN",2013,222,"SULU 2","ARMM","NATIONALIST PEOPLE'S COALITION",0,NA,NA,"NA; NA; NA",0,0
"2175","SAKALURAN BAI RIHAN",2019,219,"SULTAN KUDARAT 1","REGION XII","NUP",1,NA,NA,"NA",0,0
"2176","SAKALURAN RADEN C",2010,219,"SULTAN KUDARAT 1","REGION XII","INDEPENDENT",1,NA,NA,NA,0,0
"2177","SAKALURAN RADEN CAMLIAN",2013,219,"SULTAN KUDARAT 1","XII","IND",1,NA,NA,NA,0,0
"2178","SAKILIN SONNY M",2010,236,"ZAMBOANGA CITY 2","REGION IX","INDEPENDENT",0,NA,NA,NA,0,0
"2179","SAKKALAHUL AL RASHEED",2016,16,"BASILAN","AUTONOMOUS¬†REGION¬†IN¬†MUSLIM¬†MINDANAO","IND",0,NA,NA,"NA; https://www.facebook.com/Vice-Gov-Alrasheed-Sakkalahul-261188583940729",0,0
"2180","SALAJIN SAKIB A",2010,16,"BASILAN","AUTONOMOUS REGION IN MUSLIM MINDANAO","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,NA,"NA",0,0
"2181","SALAPUDDIN ABDULGANI A",2010,16,"BASILAN","AUTONOMOUS REGION IN MUSLIM MINDANAO","PARTIDO NACIONALISTA",0,NA,NA,"NA",0,0
"2182","SALAPUDDIN GERRY",2016,16,"BASILAN","AUTONOMOUS¬†REGION¬†IN¬†MUSLIM¬†MINDANAO","NP",0,NA,NA,"NA",0,0
"2183","SALATANDRE ORLANDO JR MANIGSACA",2013,93,"CITY OF PASIG","NCR - SECOND DISTRICT","UNA",0,NA,NA,"https://www.facebook.com/attyjunsalatandre",0,0
"2184","SALCEDA JOEY",2016,9,"ALBAY 2","REGION V","LP",1,"Malacañang Chief of Staff (office of the President)","762231877444907008","NA",0,0
"2185","SALCEDA JOEY",2019,9,"ALBAY 2","REGION V","PDP-LABAN",1,"Malacañang Chief of Staff (office of the President)","762231877444907008","NA",0,0
"2186","SALCEDO EPHRAIM C",2010,179,"ORIENTAL MINDORO 2","REGION IV-B","PWERSA NG MASANG PILIPINO",0,NA,NA,NA,0,0
"2187","SALES REYNOLAN T",2010,115,"ILOCOS NORTE 1","REGION I","PWERSA NG MASANG PILIPINO",0,NA,NA,"NA",0,0
"2188","SALIM SAHIRON DULAH",2013,36,"BULACAN 1","III","IND",0,NA,NA,"NA",0,0
"2189","SALIMBANGON BENHUR",2016,70,"CEBU 4","REGION VII","NUP",1,NA,NA,"NA; NA; NA; https://www.facebook.com/Benhur-L-Salimbangon-147836305298978",0,0
"2190","SALIMBANGON BENHUR L",2010,70,"CEBU 4","REGION VII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"NA; NA; NA; https://www.facebook.com/Benhur-L-Salimbangon-147836305298978",0,0
"2191","SALIMBANGON BENHUR LAGO",2013,70,"CEBU 4","VII","NUP",1,NA,NA,"NA; NA; NA; https://www.facebook.com/Benhur-L-Salimbangon-147836305298978",0,0
"2192","SALIMBANGON JANICE",2019,70,"CEBU 4","REGION VII","PDP-LABAN",1,NA,NA,"NA; NA; https://www.facebook.com/4th-District-of-Cebu-Cong-Janice-Z-Salimbangon-164742527479343",1,0
"2193","SALLIMAN HADJIMAN SABBIHI",2013,16,"BASILAN","ARMM","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,NA,0,0
"2194","SALLIMAN MERINISA ANISALAM DATUMANONG",2013,149,"MAGUINDANAO 2","ARMM","LAKAS-CHRISTIAN MUSLIM DEMOCRATS",0,NA,NA,"NA",0,0
"2195","SALON ELEAZAR CUENCA",2013,61,"CAVITE 3","IV-A","IND",0,NA,NA,NA,0,0
"2196","SALUDO ANICETO JR G",2010,218,"SOUTHERN LEYTE","REGION VIII","PWERSA NG MASANG PILIPINO",0,NA,NA,"NA",0,0
"2197","SALVA CRUZ JOSEFINA A",2010,174,"NUEVA ECIJA 3","REGION III","PHILIPPINE GRREN REPUBLICAN PARTY",0,NA,NA,NA,0,0
"2198","SALVACION ANDRES JR D",2010,145,"LEYTE 3","REGION VIII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"NA",0,0
"2199","SALVACION ANDRES JR DALDE",2013,145,"LEYTE 3","VIII","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"NA",0,0
"2200","SALVACION ANDY",2019,145,"LEYTE 3","REGION VIII","NPC",0,NA,NA,"NA",0,0
"2201","SALVACION TINGTING",2016,145,"LEYTE 3","REGION VIII","LP",0,NA,NA,"https://www.facebook.com/himurasakfestival",0,0
"2202","SAMALA CLARITA J",2010,177,"OCCIDENTAL MINDORO","REGION IV-B","AKSYON DEMOKRATIKO",0,NA,NA,NA,0,0
"2203","SAMPANG FILIPINAS ROSARIO D",2010,184,"PAMPANGA 2","REGION III","INDEPENDENT",0,NA,NA,NA,0,0
"2204","SAMPANG USDATZ JHULARAB H",2010,16,"BASILAN","AUTONOMOUS REGION IN MUSLIM MINDANAO","INDEPENDENT",0,NA,NA,NA,0,0
"2205","SAMPELO MARISOL ARAGONES",2013,136,"LAGUNA 3","IV-A","UNA",1,NA,"107980566","NA; NA; NA; https://www.facebook.com/SOL-Aragones-489550034409841",0,0
"2206","SAMPELO MARISOL ARAGONES",2016,136,"LAGUNA 3","REGION IV-A","UNA",1,NA,"107980566","NA; NA; NA; https://www.facebook.com/SOL-Aragones-489550034409841",0,0
"2207","SAMPELO MARISOL ARAGONES",2019,136,"LAGUNA 3","REGION IV-A","NP",1,NA,"107980566","NA; NA; NA; https://www.facebook.com/SOL-Aragones-489550034409841",0,0
"2208","SAMSON ANDRES",2019,198,"QUEZON CITY 1","NCR - SECOND DISTRICT","IND",0,NA,NA,NA,0,0
"2209","SAN JOSE MAGNOLIA MAY",2019,181,"PALAWAN 2","REGION IV-B","IND",0,NA,NA,NA,0,0
"2210","SAN LUIS EDGAR S",2010,137,"LAGUNA 4","REGION IV-A","NATIONALIST PEOPLE'S COALITION",1,NA,"346885106","NA; https://www.facebook.com/officialkuyaegay; https://www.facebook.com/Egay-san-luis-2423124667923961",1,1
"2211","SAN LUIS EDGAR S",2016,137,"LAGUNA 4","REGION IV-A","NUP",0,NA,"346885106","NA; https://www.facebook.com/officialkuyaegay; https://www.facebook.com/Egay-san-luis-2423124667923961",1,1
"2212","SANCHEZ GIGI",2016,69,"CEBU 3","REGION VII","LP",0,NA,NA,"NA; NA; https://www.facebook.com/boardGigiSanchez; https://www.facebook.com/gigisanchezonline",1,0
"2213","SANCHEZ HECTOR",2016,58,"CATANDUANES","REGION V","UNA",0,NA,NA,"NA; https://www.facebook.com/conghectorsanchez",1,0
"2214","SANCHEZ HECTOR",2019,58,"CATANDUANES","REGION V","IND",1,NA,NA,"NA; https://www.facebook.com/conghectorsanchez",1,0
"2215","SANCHEZ JUAN",2019,177,"OCCIDENTAL MINDORO","REGION IV-B","NUP",0,NA,NA,NA,0,0
"2216","SANCHEZ MANUEL LUIS S",2010,58,"CATANDUANES","REGION V","INDEPENDENT",0,NA,NA,NA,0,0
"2217","SANDIGAN SOLAIMAN MOHAMMAD",2013,149,"MAGUINDANAO 2","ARMM","IND",0,NA,NA,"NA; NA; NA",0,0
"2218","SANDOVAL  FEDERICO II S",2010,150,"MALABON CITY","NATIONAL CAPITAL REGION","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,"794489394501599232","NA; https://www.facebook.com/RickySandovalMalabon",1,1
"2219","SANDOVAL  FEDERICO II S",2016,150,"MALABON","NCR¬†-¬†THIRD¬†DISTRICT","NPC",1,NA,"794489394501599232","NA; https://www.facebook.com/RickySandovalMalabon",1,1
"2220","SANDOVAL  FEDERICO II S",2019,150,"MALABON","NCR - THIRD DISTRICT","PDP-LABAN",0,NA,"794489394501599232","NA; https://www.facebook.com/RickySandovalMalabon",1,1
"2221","SANDOVAL ALVIN SOTECO",2013,180,"PALAWAN 1","IV-B","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"2222","SANDOVAL VICENTE A",2010,180,"PALAWAN 1","REGION IV-B","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"2223","SANGKI ALI BALAYMAN",2013,149,"MAGUINDANAO 2","ARMM","PWERSA NG MASANG PILIPINO",0,NA,NA,"NA; NA; https://www.facebook.com/MP-Ali-B-Sangki-104413561560229",1,0
"2224","SANGO NAPOLEON FONTILLAS",2013,108,"DAVAO ORIENTAL 1","XI","IND",0,NA,NA,NA,0,0
"2225","SANGUILA JO",2016,138,"LANAO DEL NORTE 1","REGION X","UNA",0,NA,NA,NA,0,0
"2226","SANTA ANA LAWRENCE",2019,176,"NUEVA VIZCAYA","REGION II","IND",0,NA,NA,NA,0,0
"2227","SANTIAGO JOSEPH",2019,58,"CATANDUANES","REGION V","NPC",0,NA,NA,"NA",0,0
"2228","SANTOS AMADO",2016,185,"PAMPANGA 3","REGION III","IND",0,NA,NA,NA,0,0
"2229","SANTOS AMADO D",2010,185,"PAMPANGA 3","REGION III","INDEPENDENT",0,NA,NA,NA,0,0
"2230","SANTOS FIDEL",2016,137,"LAGUNA 4","REGION IV-A","IND",0,NA,NA,NA,0,0
"2231","SANTOS JOHN C",2010,47,"CALOOCAN CITY 2","NATIONAL CAPITAL REGION","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"2232","SANTOS RECTO VILMA",2016,25,"BATANGAS 6","REGION IV-A","LP",1,NA,"116179372","NA; https://www.facebook.com/vsrecto",1,0
"2233","SANTOS RECTO VILMA",2019,25,"BATANGAS 6","REGION IV-A","NP",1,NA,"116179372","NA; https://www.facebook.com/vsrecto",1,0
"2234","SARIPADA MONAORAY AMPATUA",2013,140,"LANAO DEL SUR 1","ARMM","IND",0,NA,NA,NA,0,0
"2235","SARMIENTO CESAR V",2010,58,"CATANDUANES","REGION V","PARTIDO LIBERAL NG PILIPINAS",1,NA,"473685946","NA; https://www.facebook.com/CongCesarSarmiento",1,0
"2236","SARMIENTO CESAR V",2013,58,"CATANDUANES","V","PARTIDO LIBERAL NG PILIPINAS",1,NA,"473685946","NA; https://www.facebook.com/CongCesarSarmiento",1,0
"2237","SARMIENTO CESAR V",2016,58,"CATANDUANES","REGION V","LP",1,NA,"473685946","NA; https://www.facebook.com/CongCesarSarmiento",1,0
"2238","SARMIENTO EDGAR",2016,208,"SAMAR (WESTERN SAMAR) 1","REGION VIII","LP",1,NA,"1167336477841186816","NA; https://www.facebook.com/congressmanedgarsarmiento",1,1
"2239","SARMIENTO EDGAR",2019,208,"SAMAR (WESTERN SAMAR) 1","REGION VIII","LP",1,NA,"1167336477841186816","NA; https://www.facebook.com/congressmanedgarsarmiento",1,1
"2240","SARMIENTO IRMA",2016,208,"SAMAR (WESTERN SAMAR) 1","REGION VIII","IND",0,NA,NA,NA,0,0
"2241","SARMIENTO JORGE",2019,58,"CATANDUANES","REGION V","KB",0,NA,NA,"NA",0,0
"2242","SARMIENTO MEL SENEN S",2010,208,"SAMAR 1","REGION VIII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,"Secretary of the Interior and Local Government (2015 - 2016)","211381091","NA; https://www.facebook.com/RepMelSarmiento",1,1
"2243","SARMIENTO MEL SENEN S",2013,208,"SAMAR (WESTERN SAMAR) 1","VIII","PARTIDO LIBERAL NG PILIPINAS",1,"Secretary of the Interior and Local Government (2015 - 2016)","211381091","NA; https://www.facebook.com/RepMelSarmiento",1,1
"2244","SARZA JOEL",2016,80,"CITY OF MAKATI¬†2","NCR¬†-¬†FOURTH¬†DISTRICT","IND",0,NA,NA,"NA",0,0
"2245","SARZA JOEL ALMAZAN",2013,80,"CITY OF MAKATI 2","NCR - FOURTH DISTRICT","IND",0,NA,NA,"NA",0,0
"2246","SATO JOSEPHINE RAMIREZ",2013,177,"OCCIDENTAL MINDORO","IV-B","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"NA; https://www.facebook.com/Cong.NeneSato",0,0
"2247","SATO NENE",2016,177,"OCCIDENTAL MINDORO","REGION IV-B","LP",1,NA,NA,"NA; https://www.facebook.com/Cong.NeneSato",0,0
"2248","SATO NENE",2019,177,"OCCIDENTAL MINDORO","REGION IV-B","LP",1,NA,NA,"NA; https://www.facebook.com/Cong.NeneSato",0,0
"2249","SAVELLANO DV",2016,117,"ILOCOS SUR 1","REGION I","NP",1,NA,"3272781800","https://www.facebook.com/DVSavellano; NA; NA; NA; NA; NA",1,1
"2250","SAVELLANO DV",2019,117,"ILOCOS SUR 1","REGION I","NP",1,NA,"3272781800","https://www.facebook.com/DVSavellano; NA; NA; NA; NA; NA",1,1
"2251","SAW FERNANDO GARCIA",2013,180,"PALAWAN 1","IV-B","IND",0,NA,NA,NA,0,0
"2252","SAYSON THADDY",2016,14,"BACOLOD","REGION VI","NUP",0,NA,NA,"https://www.facebook.com/ThaddySaysonOfficial; NA; NA; NA; NA",0,0
"2253","SEACHON MAC JOHN CHAN",2013,154,"MASBATE 3","V","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA",0,0
"2254","SEARES LUNA CECILIA M",2010,1,"ABRA","CORDILLERA ADM. REGION","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,NA,NA,0,0
"2255","SEDIEGO RAMON FLORES",2013,186,"PAMPANGA 4","III","IND",0,NA,NA,NA,0,0
"2256","SELIM MIGUEL G",2010,74,"CEBU CITY (CAPITAL) 1","REGION VII","INDEPENDENT",0,NA,NA,NA,0,0
"2257","SEMA BAI SANDRA A",2010,148,"MAGUINDANAO 1","AUTONOMOUS REGION IN MUSLIM MINDANAO","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,"1977753541","NA; https://www.facebook.com/16thcongress; NA; NA",1,0
"2258","SEMA BAI SANDRA A",2013,148,"MAGUINDANAO 1","ARMM","PARTIDO LIBERAL NG PILIPINAS",1,NA,"1977753541","NA; https://www.facebook.com/16thcongress; NA; NA",1,0
"2259","SEMA BAI SANDRA A",2016,148,"MAGUINDANAO 1","AUTONOMOUS¬†REGION¬†IN¬†MUSLIM¬†MINDANAO","LP",1,NA,"1977753541","NA; https://www.facebook.com/16thcongress; NA; NA",1,0
"2260","SEMA MUSLIMIN",2019,148,"MAGUINDANAO 1","AUTONOMOUS REGION IN MUSLIM MINDANAO","NP",0,NA,"270699507; 468152732","NA; https://www.facebook.com/MGSDPC",0,1
"2261","SERING MARY ANN LUCILLE",2016,224,"SURIGAO DEL NORTE 2","REGION XIII","LP",0,NA,"949421814","NA; NA",0,1
"2262","SERRANO FELICIANO G",2010,184,"PAMPANGA 2","REGION III","INDEPENDENT",0,NA,NA,NA,0,0
"2263","SERRANO ROGELIO S",2010,89,"CITY OF MARIKINA 2","NATIONAL CAPITAL REGION","INDEPENDENT",0,NA,NA,NA,0,0
"2264","SERVIDA NELIA C",2010,61,"CAVITE 3","REGION IV-A","INDEPENDENT",0,NA,NA,"NA",0,0
"2265","SEVILLA FERDIE",2019,79,"CITY OF MAKATI 1","NCR - FOURTH DISTRICT","IND",0,NA,NA,NA,0,0
"2266","SEÑERES CHRISTIAN",2019,195,"QUEZON 2","REGION IV-A","DPP",0,NA,"863451486","NA; https://www.facebook.com/Dr.ChristianSeneres",0,1
"2267","SIA IAN",2016,93,"CITY OF PASIG","NCR¬†-¬†SECOND¬†DISTRICT","LP",0,NA,"1328922710945058816","NA; https://www.facebook.com/Atty-Christian-IAN-SIA-113357552011638; https://www.facebook.com/TagaPasigSIA",0,0
"2268","SIAO FREDERICK",2016,114,"ILIGAN","REGION X","UNA",1,NA,"64076910; 2546120932","NA; NA; https://www.facebook.com/congressmansiao",1,1
"2269","SIAO FREDERICK",2019,114,"ILIGAN","REGION X","NP",1,NA,"64076910; 2546120932","NA; NA; https://www.facebook.com/congressmansiao",1,1
"2270","SILVA HIMINIANO D",2010,168,"NEGROS ORIENTAL 2","REGION VII","INDEPENDENT",0,NA,NA,NA,0,0
"2271","SILVERIO LORNA",2016,38,"BULACAN 3","REGION III","NUP",1,NA,"867702735835205632","NA; https://www.facebook.com/TitaLornaSilverio",1,1
"2272","SILVERIO LORNA",2019,38,"BULACAN 3","REGION III","NUP",1,NA,"867702735835205632","NA; https://www.facebook.com/TitaLornaSilverio",1,1
"2273","SILVERIO RICARDO C",2010,38,"BULACAN 3","REGION III","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,NA,NA,0,0
"2274","SILVERIO RICARDO JR",2019,38,"BULACAN 3","REGION III","PMP",0,NA,NA,"NA; NA; NA; NA; NA; NA",0,0
"2275","SILVERIO RICARDO JR S",2010,38,"BULACAN 3","REGION III","PWERSA NG MASANG PILIPINO",0,NA,NA,"NA; NA; NA; NA; NA; NA",0,0
"2276","SILVERIO RICARDO JR SISON",2013,38,"BULACAN 3","III","PWERSA NG MASANG PILIPINO",0,NA,NA,"NA; NA; NA; NA; NA; NA",0,0
"2277","SIMBILLO HOOVER D",2010,77,"CITY OF ANTIPOLO 2","REGION IV-A","INDEPENDENT",0,NA,NA,NA,0,0
"2278","SIMON ROBIN",2016,150,"MALABON","NCR¬†-¬†THIRD¬†DISTRICT","IND",0,NA,NA,NA,0,0
"2279","SIMPAO ADONIS F",2010,184,"PAMPANGA 2","REGION III","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA; NA",0,0
"2280","SINDAO AMIN",2016,98,"COTABATO (NORTH COT.) 3","REGION XII","IND",0,NA,NA,NA,0,0
"2281","SINDAO AMIN GUINTAWAN",2013,98,"COTABATO (NORTH COT.) 3","XII","IND",0,NA,NA,NA,0,0
"2282","SINGSON ALFONSO",2019,125,"ISABELA 1","REGION II","NPC",0,NA,NA,"NA; https://www.facebook.com/Atty-Alfonso-Sonny-Singson-409551536448612",0,0
"2283","SINGSON ERIC",2016,118,"ILOCOS SUR 2","REGION I","LP",1,NA,NA,"NA",0,0
"2284","SINGSON ERIC DARIO",2013,118,"ILOCOS SUR 2","I","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"NA",0,0
