"","can_name_clean","yr","cst","cst_n","sub","pty_n","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"2285","SINGSON JR  ERIC G",2010,118,"ILOCOS SUR 2","REGION I","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"NA",0,0
"2286","SINGSON KRISTINE",2019,118,"ILOCOS SUR 2","REGION I","BILEG",1,NA,"133063072","NA; https://www.facebook.com/2ndDistrictIlocosSur",1,0
"2287","SINGSON RONALD V",2010,117,"ILOCOS SUR 1","REGION I","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,"1307640962","NA; https://www.facebook.com/RONALDVERZOSASINGSON",0,1
"2288","SINGSON RONALD V",2013,117,"ILOCOS SUR 1","I","PARTIDO NACIONALISTA",1,NA,"1307640962","NA; https://www.facebook.com/RONALDVERZOSASINGSON",0,1
"2289","SINGSON RONALD V",2019,117,"ILOCOS SUR 1","REGION I","IND",0,NA,"1307640962","NA; https://www.facebook.com/RONALDVERZOSASINGSON",0,1
"2290","SINSUAT DATU ROONIE SR",2019,148,"MAGUINDANAO 1","AUTONOMOUS REGION IN MUSLIM MINDANAO","PDP-LABAN",1,NA,NA,"NA; https://www.facebook.com/Datu-Roonie-Quesada-Sinsuat-1116820725160485",1,0
"2291","SIQUIAN BONG",2019,127,"ISABELA 3","REGION II","PDP-LABAN",0,NA,NA,"NA; https://www.facebook.com/BongSiquian",0,0
"2292","SIQUIAN MAILYN",2019,127,"ISABELA 3","REGION II","IND",0,NA,NA,NA,0,0
"2293","SISCAR JOSIE",2016,86,"CITY OF MANILA 5","NATIONAL¬†CAPITAL¬†REGION","LP",0,NA,NA,"NA; https://www.facebook.com/Josefina-M-Siscar-josie-siscar-982948655074762",1,0
"2294","SISON CASSY",2019,87,"CITY OF MANILA 6","NATIONAL CAPITAL REGION","PMP",0,NA,NA,"NA; NA; https://www.facebook.com/Cassy-cares-Sison-376319202415287",0,0
"2295","SISON JOPET",2016,88,"CITY OF MARIKINA 1","NCR¬†-¬†SECOND¬†DISTRICT","IND",0,NA,"4732777470; 896364034739519360","NA; NA; https://www.facebook.com/VMjopetsison",1,0
"2296","SISON RAUL",2019,188,"PANGASINAN 2","REGION I","NP",0,NA,NA,"NA; https://www.facebook.com/CongRaulSisonOfficial",0,0
"2297","SITOY CELSI",2016,142,"LAPU-LAPU","REGION VII","PDP-LABAN",0,NA,NA,"NA; https://www.facebook.com/CelsiSitoy",0,0
"2298","SOCRATES RODOLFO I",2010,181,"PALAWAN 2","REGION IV-B","INDEPENDENT",0,NA,NA,NA,0,0
"2299","SOCRATES VICTORINO DENNIS M",2010,181,"PALAWAN 2","REGION IV-B","NATIONALIST PEOPLE'S COALITION",1,NA,"59790302","NA; NA; https://www.facebook.com/Victorino-Dennis-M-Socrates-152537538134386",0,1
"2300","SOJOR HENRY",2016,169,"NEGROS ORIENTAL 3","REGION VII","UNA",0,NA,NA,"NA; https://www.facebook.com/henryalegriasojor",1,0
"2301","SOLEDAD SHALANI SAN RAMON",2013,95,"CITY OF VALENZUELA 2","NCR - THIRD DISTRICT","PARTIDO LIBERAL NG PILIPINAS",0,NA,"121470811",NA,0,1
"2302","SOLIS DARIUS",2019,217,"SOUTH COTABATO 2","REGION XII","IND",0,NA,NA,NA,0,0
"2303","SOLIS JOSE GUYALA",2013,215,"SORSOGON 2","V","IND",0,NA,NA,NA,0,0
"2304","SOLIVEN STEPHEN",2016,125,"ISABELA 1","REGION II","IND",0,NA,NA,NA,0,0
"2305","SOLIVEN STEPHEN",2019,125,"ISABELA 1","REGION II","IND",0,NA,NA,NA,0,0
"2306","SOLIVEN STEPHEN G",2010,125,"ISABELA 1","REGION II","INDEPENDENT",0,NA,NA,NA,0,0
"2307","SOLIVEN STEPHEN GAPAS",2013,125,"ISABELA 1","II","IND",0,NA,NA,NA,0,0
"2308","SOMERA ROLANDO DAIT",2013,1,"ABRA","CAR","PARTIDO NACIONALISTA",0,NA,NA,NA,0,0
"2309","SORIANO GALLANT D",2010,189,"PANGASINAN 3","REGION I","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA; NA; https://www.facebook.com/Gallant-Soriano-159275248975",0,0
"2310","SORILLA HERMINIO D",2010,90,"CITY OF MUNTINLUPA","NATIONAL CAPITAL REGION","INDEPENDENT",0,NA,NA,NA,0,0
"2311","SORO VON KAISER P",2010,144,"LEYTE 2","REGION VIII","INDEPENDENT",0,NA,NA,NA,0,0
"2312","SOTTO WENDELL",2019,235,"ZAMBOANGA CITY 1","REGION IX","IND",0,NA,"97161871","NA",0,0
"2313","STA ANA  LAWRENCE S",2010,176,"NUEVA VIZCAYA","REGION II","INDEPENDENT",0,NA,NA,"NA",0,0
"2314","STA ANA LAWRENCE",2016,176,"NUEVA VIZCAYA","REGION II","IND",0,NA,NA,"NA",0,0
"2315","STA ANA LAWRENCE SALCEDO",2013,176,"NUEVA VIZCAYA","II","IND",0,NA,NA,"NA",0,0
"2316","SUA LEOPOLDO GUANSON",2013,161,"NEGROS OCCIDENTAL 1","VI","IND",0,NA,NA,NA,0,0
"2317","SUANSING ESTRELLITA BITO ONON",2013,172,"NUEVA ECIJA 1","III","SIGAW",1,NA,"2229190146","https://www.facebook.com/RepGingSuansing",0,0
"2318","SUANSING ESTRELLITA BITO ONON",2016,172,"NUEVA ECIJA 1","REGION III","LP",1,NA,"2229190146","https://www.facebook.com/RepGingSuansing",0,0
"2319","SUANSING ESTRELLITA BITO ONON",2019,172,"NUEVA ECIJA 1","REGION III","PDP-LABAN",1,NA,"2229190146","https://www.facebook.com/RepGingSuansing",0,0
"2320","SUANSING TOTO",2016,220,"SULTAN KUDARAT 2","REGION XII","LP",1,NA,NA,"https://www.facebook.com/HORACIOTOTOSUANSINGJR",0,0
"2321","SUANSING TOTO",2019,220,"SULTAN KUDARAT 2","REGION XII","PDP-LABAN",1,NA,NA,"https://www.facebook.com/HORACIOTOTOSUANSINGJR",0,0
"2322","SUAREZ ALETA",2019,196,"QUEZON 3","REGION IV-A","LAKAS-CMD",1,NA,NA,NA,0,0
"2323","SUAREZ ALETA CATARINA",2013,196,"QUEZON 3","IV-A","LAKAS-CHRISTIAN MUSLIM DEMOCRATS",1,NA,NA,NA,0,0
"2324","SUAREZ AMADEO",2019,195,"QUEZON 2","REGION IV-A","AKSYON",0,NA,NA,NA,0,0
"2325","SUAREZ DANILO E",2010,196,"QUEZON 3","REGION IV-A","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,"780236869011288064","https://www.facebook.com/GovDanny; https://www.facebook.com/GobDanny",1,1
"2326","SUAREZ DANILO E",2016,196,"QUEZON 3","REGION IV-A","UNA",1,NA,"780236869011288064","https://www.facebook.com/GovDanny; https://www.facebook.com/GobDanny",1,1
"2327","SUAREZ DAVID JAY JAY",2019,195,"QUEZON 2","REGION IV-A","NP",1,NA,"1075998415","NA; https://www.facebook.com/congjayjaycsuarez; https://www.facebook.com/congjayjaysuarez",1,0
"2328","SUAREZ KNEIGOUTINA MATIBAG",2013,195,"QUEZON 2","IV-A","LAKAS-CHRISTIAN MUSLIM DEMOCRATS",0,NA,"88192387","NA",0,0
"2329","SUAYBAGUIO NICANDRO JR",2016,99,"DAVAO DEL NORTE 1","REGION XI","IND",0,NA,NA,"NA; https://www.facebook.com/spobmsuaybaguio",0,0
"2330","SUGALA NASHER T",2010,232,"TAWI-TAWI","AUTONOMOUS REGION IN MUSLIM MINDANAO","INDEPENDENT",0,NA,NA,NA,0,0
"2331","SULIT SUSAN YAP",2013,230,"TARLAC 2","III","NATIONALIST PEOPLE'S COALITION",1,NA,"36246096","NA; NA; https://www.facebook.com/GovSusanYap",1,0
"2332","SUMALPONG GRACE A",2010,213,"SIQUIJOR","REGION VII","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"2333","SUMAMPONG PETRONILO",2016,32,"BUKIDNON 1","REGION X","IND",0,NA,NA,NA,0,0
"2334","SUMULONG FRANCISCO JR REYES",2013,76,"CITY OF ANTIPOLO 1","IV-A","IND",0,NA,NA,"NA; https://www.facebook.com/FranciscoKingSumulong",0,0
"2335","SUMULONG LORENZO JUAN III Y",2010,77,"CITY OF ANTIPOLO 2","REGION IV-A","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA",0,0
"2336","SUMULONG LORENZO JUAN III YU",2013,77,"CITY OF ANTIPOLO 2","IV-A","PDP",0,NA,NA,"NA",0,0
"2337","SUNTAY BONG",2019,201,"QUEZON CITY 4","NCR - SECOND DISTRICT","PDP-LABAN",1,NA,"2840429000","https://www.facebook.com/congsuntay; NA; https://www.facebook.com/Atty-Bong-Suntay-386908621466031",1,1
"2338","SUPERFICIAL DENNIS",2019,120,"ILOILO 2","REGION VI","NUP",0,NA,NA,"NA",0,0
"2339","SUPLICO ROLEX T",2010,123,"ILOILO 5","REGION VI","PARTIDO NACIONALISTA",0,NA,NA,"NA; NA; https://www.facebook.com/attyrolexsuplico",0,0
"2340","SUSANO ANNIE ROSA",2016,86,"CITY OF MANILA 5","NATIONAL¬†CAPITAL¬†REGION","NPC",0,NA,NA,"NA; NA",0,0
"2341","SUSANO ANNIE ROSA",2019,199,"QUEZON CITY 2","NCR - SECOND DISTRICT","KDP",0,NA,NA,"NA; NA",0,0
"2342","SUSANO MARY ANN LABORERO",2013,202,"QUEZON CITY 5","NCR - SECOND DISTRICT","LABAN PARA SA KAPAYAPAAN, KATARUNGAN AT KAUNLARAN",0,NA,NA,"NA; NA",0,0
"2343","SY ALVARADO JOSE ANTONIO",2016,36,"BULACAN 1","REGION III","LP",1,NA,NA,"NA; https://www.facebook.com/KuyaJSA",1,0
"2344","SY ALVARADO KUYA JOSE AR",2019,36,"BULACAN 1","REGION III","NUP",1,NA,NA,"NA; https://www.facebook.com/KuyaJSA",0,0
"2345","SY ALVARADO MA VICTORIA R",2010,36,"BULACAN 1","REGION III","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"NA",0,0
"2346","SY ALVARADO MA VICTORIA REYES",2013,36,"BULACAN 1","III","NUP",1,NA,NA,"NA",0,0
"2347","SYJUCO AUGUSTO JR L",2010,120,"ILOILO 2","REGION VI","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,"former Director General of the Technical Education and Skills Development Authority (Cabinet level)","2912496097; 2921127288","NA; NA; https://www.facebook.com/boboy.syjuco; https://www.facebook.com/pagbabagonawalanggulo",1,1
"2348","SYJUCO AUGUSTO JR L",2013,120,"ILOILO 2","VI","UNA",0,"former Director General of the Technical Education and Skills Development Authority (Cabinet level)","2912496097; 2921127288","NA; NA; https://www.facebook.com/boboy.syjuco; https://www.facebook.com/pagbabagonawalanggulo",1,1
"2349","TABOR RAMON",2016,44,"CAGAYAN DE ORO 2","REGION X","UNA",0,NA,NA,"NA; https://www.facebook.com/monching.botar.tabor; https://www.facebook.com/BOTARTabor2019",0,0
"2350","TAGARAO BERNARD G",2010,195,"QUEZON 2","REGION IV-A","PWERSA NG MASANG PILIPINO",0,NA,NA,NA,0,0
"2351","TAGAYAN ABDURAHMAN SAMMAN",2013,235,"ZAMBOANGA CITY 1","IX","IND",0,NA,NA,NA,0,0
"2352","TAGOLINO SILVERIO R",2010,146,"LEYTE 4","REGION VIII","INDEPENDENT",0,NA,NA,NA,0,0
"2353","TALAG WILLY",2016,79,"CITY OF MAKATI¬†1","NCR¬†-¬†FOURTH¬†DISTRICT","NPC",0,NA,NA,"https://www.facebook.com/KaWillyforMakati",0,0
"2354","TALAGA BARBARA RUBY CLAUDIO",2013,195,"QUEZON 2","IV-A","UNA",0,NA,NA,"NA",0,0
"2355","TALAGTAG JAIME M",2010,178,"ORIENTAL MINDORO 1","REGION IV-B","INDEPENDENT",0,NA,NA,NA,0,0
"2356","TALLADO JOSEFINA",2016,48,"CAMARINES NORTE 1","REGION V","NPC",0,NA,NA,"NA; https://www.facebook.com/jbtcamnorte",1,0
"2357","TALLADO JOSEFINA",2019,48,"CAMARINES NORTE 1","REGION V","PDP-LABAN",1,NA,NA,"NA; https://www.facebook.com/jbtcamnorte",1,0
"2358","TALMADGE JACQUELINE P V",2010,220,"SULTAN KUDARAT 2","REGION XII","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA",0,0
"2359","TAMAYO ALBERTO",2019,157,"MISAMIS ORIENTAL 1","REGION X","PFP",0,NA,NA,"NA",0,0
"2360","TAMBUATCO DOMINGO LOZANO",2013,90,"CITY OF MUNTINLUPA","NCR - FOURTH DISTRICT","KPTRAN",0,NA,NA,NA,0,0
"2361","TAMBUNTING GUSTAVO SUAREZ",2013,92,"CITY OF PARAÑAQUE 2","NCR - FOURTH DISTRICT","UNA",1,NA,"139609489","NA; https://www.facebook.com/GusTambuntingParanaque",1,1
"2362","TAMBUNTING GUSTAVO SUAREZ",2016,92,"CITY OF PARAÑAQUE 2","NCR¬†-¬†FOURTH¬†DISTRICT","UNA",1,NA,"139609489","NA; https://www.facebook.com/GusTambuntingParanaque",1,1
"2363","TAMBUNTING JOY",2019,92,"CITY OF PARAÑAQUE 2","NCR - FOURTH DISTRICT","PDP-LABAN",1,NA,NA,"NA; https://www.facebook.com/JoyMyraSalvadorTambunting",1,0
"2364","TAMMANG ASANI S",2010,222,"SULU 2","AUTONOMOUS REGION IN MUSLIM MINDANAO","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,NA,NA,0,0
"2365","TAMSILANI ABDULBASIR",2016,235,"ZAMBOANGA CITY 1","REGION IX","IND",0,NA,NA,"NA",0,0
"2366","TAN ANGELINA DE LUNA",2013,197,"QUEZON 4","IV-A","NATIONALIST PEOPLE'S COALITION",1,NA,"1224639754521591808","https://www.facebook.com/DoktoraHelenTan; NA",1,1
"2367","TAN ANGELINA DE LUNA",2016,197,"QUEZON 4","REGION IV-A","NPC",1,NA,"1224639754521591808","https://www.facebook.com/DoktoraHelenTan; NA",1,1
"2368","TAN ANGELINA DE LUNA",2019,197,"QUEZON 4","REGION IV-A","NPC",1,NA,"1224639754521591808","https://www.facebook.com/DoktoraHelenTan; NA",1,1
"2369","TAN ANTOLIN II ROSALES",2013,208,"SAMAR (WESTERN SAMAR) 1","VIII","IND",0,NA,NA,NA,0,0
"2370","TAN ARNOLD VASQUEZ",2013,208,"SAMAR (WESTERN SAMAR) 1","VIII","PARTIDO NACIONALISTA",0,NA,NA,"NA",0,0
"2371","TAN DANILO S",2010,128,"ISABELA 4","REGION II","INDEPENDENT",0,NA,NA,NA,0,0
"2372","TAN DANILO SALVADOR",2013,128,"ISABELA 4","II","AKSYON DEMOKRATIKO",0,NA,NA,NA,0,0
"2373","TAN EDWARD MIDEL",2013,83,"CITY OF MANILA 2","NCR - FIRST DISTRICT","UNA",0,NA,NA,"https://www.facebook.com/EdwardMidelTan",1,0
"2374","TAN JENNIFER W",2010,156,"MISAMIS OCCIDENTAL 2","REGION X","NATIONALIST PEOPLE'S COALITION",0,NA,NA,"NA",0,0
"2375","TAN JIMBOY STEPHEN JAMES",2019,208,"SAMAR (WESTERN SAMAR) 1","REGION VIII","NP",0,NA,NA,"https://www.facebook.com/Congressman-Jimboy-TAN-Movement-2108626012530602; https://www.facebook.com/VGjimboy; NA",1,0
"2376","TAN LUZVIMINDA J",2010,96,"NORTH COTABATO 1","REGION XII","GABAY NG BAYAN",0,NA,NA,"NA; NA",0,0
"2377","TAN MILA",2016,209,"SAMAR (WESTERN SAMAR) 2","REGION VIII","NPC",1,NA,NA,NA,0,0
"2378","TAN MILAGROSA T",2010,209,"SAMAR 2","REGION VIII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,NA,0,0
"2379","TAN MILAGROSA TEE",2013,209,"SAMAR (WESTERN SAMAR) 2","VIII","NATIONALIST PEOPLE'S COALITION",1,NA,NA,NA,0,0
"2380","TAN NILO",2016,128,"ISABELA 4","REGION II","LP",0,NA,NA,NA,0,0
"2381","TAN RICARDO L",2010,14,"BACOLOD CITY (CAPITAL)","REGION VI","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,"1313438333800902656","NA; https://www.facebook.com/Canogwapotan; https://www.facebook.com/Cano-Gwapo-Official-104358358443953",1,0
"2382","TAN SAMIER",2019,221,"SULU 1","AUTONOMOUS REGION IN MUSLIM MINDANAO","PDP-LABAN",1,NA,NA,"NA",0,0
"2383","TAN SHAREE ANN",2019,209,"SAMAR (WESTERN SAMAR) 2","REGION VIII","PDP-LABAN",1,NA,NA,"https://www.facebook.com/govanntan",1,0
"2384","TAN SHEENA",2019,128,"ISABELA 4","REGION II","PFP",1,NA,"1076488878989537280","NA; https://www.facebook.com/attysheenatan",1,0
"2385","TAN VIVIENNE K",2010,198,"QUEZON CITY 1","NATIONAL CAPITAL REGION","INDEPENDENT",0,NA,NA,"NA",0,0
"2386","TANGSON ANNABELLE",2016,13,"AURORA","REGION III","NP",0,NA,"700575870247768064","NA; NA; https://www.facebook.com/Annabelle-Tangson-103300461683809",0,0
"2387","TANTOCO SANBON",2019,36,"BULACAN 1","REGION III","LAKAS-CMD",0,NA,NA,NA,0,0
"2388","TANTOCO SANDER",2019,36,"BULACAN 1","REGION III","PDP-LABAN",0,NA,NA,"https://www.facebook.com/TunayCONGKaibigan; NA; NA",1,0
"2389","TARUC IGNACIO III BERDULAGA",2013,40,"CAGAYAN 1","II","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"2390","TARUC IGNACIO M",2010,40,"CAGAYAN 1","REGION II","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA; NA; NA; https://www.facebook.com/SerbisyongMakataoParaSaMgaCagayano",0,0
"2391","TAÑADA ALVIN JOHN SORIANO",2013,197,"QUEZON 4","IV-A","LAPIANG MANGGAGAWA",0,NA,NA,NA,0,0
"2392","TAÑADA LORENZO III R",2010,197,"QUEZON 4","REGION IV-A","PARTIDO LIBERAL NG PILIPINAS",1,NA,"185957996","NA; NA; https://www.facebook.com/erintanada",1,1
"2393","TAÑADA LORENZO III R",2016,197,"QUEZON 4","REGION IV-A","LP",0,NA,"185957996","NA; NA; https://www.facebook.com/erintanada",1,1
"2394","TAÑADA WIGBERTO JR REYES",2013,197,"QUEZON 4","IV-A","PARTIDO LIBERAL NG PILIPINAS",0,NA,"42144894","NA",0,0
"2395","TE ROSELYN",2019,225,"SURIGAO DEL SUR 1","REGION XIII","HUGPNG",0,NA,NA,NA,0,0
"2396","TEBELIN BONG",2016,193,"PASAY","NCR¬†-¬†FOURTH¬†DISTRICT","IND",0,NA,NA,"NA",0,0
"2397","TECECHIAN REYNALDO",2016,242,"ZAMBOANGA SIBUGAY 1","REGION IX","IND",0,NA,NA,NA,0,0
"2398","TECECHIAN REYNALDO",2019,242,"ZAMBOANGA SIBUGAY 1","REGION IX","IND",0,NA,NA,NA,0,0
"2399","TECECHIAN REYNALDO N",2010,242,"ZAMBOANGA SIBUGAY 1","REGION IX","INDEPENDENT",0,NA,NA,NA,0,0
"2400","TECECHIAN REYNALDO NAVARRA",2013,242,"ZAMBOANGA SIBUGAY 1","IX","PWERSA NG MASANG PILIPINO",0,NA,NA,NA,0,0
"2401","TEJADA JOSE",2016,98,"COTABATO (NORTH COT.) 3","REGION XII","LP",1,NA,NA,"NA",0,0
"2402","TEJADA JOSE INSERTO",2013,98,"COTABATO (NORTH COT.) 3","XII","IND",1,NA,NA,"NA",0,0
"2403","TEJADA PINGPING",2019,98,"COTABATO (NORTH COT.) 3","REGION XII","NP",1,NA,NA,"NA",0,0
"2404","TEODORO MARCELINO R",2010,88,"CITY OF MARIKINA 1","NATIONAL CAPITAL REGION","INDEPENDENT",1,NA,"1240893890661453824; 4847121391","https://www.facebook.com/Marcy-Teodoro-for-Mayor-Movement-948543521890699",0,0
"2405","TEODORO MARCELINO R",2013,88,"CITY OF MARIKINA 1","NCR - SECOND DISTRICT","PARTIDO LIBERAL NG PILIPINAS",1,NA,"1240893890661453824; 4847121391","https://www.facebook.com/Marcy-Teodoro-for-Mayor-Movement-948543521890699",0,0
"2406","TETANGCO JUN",2016,186,"PAMPANGA 4","REGION III","NPC",0,NA,NA,"NA",0,0
"2407","TEVES ARNIE",2016,169,"NEGROS ORIENTAL 3","REGION VII","NPC",1,NA,"2859378872; 1347938972626939904","NA; https://www.facebook.com/ArnieTevesOfficial; https://www.facebook.com/TevescaresNegor",1,1
"2408","TEVES ARNIE",2019,169,"NEGROS ORIENTAL 3","REGION VII","PDP-LABAN",1,NA,"2859378872; 1347938972626939904","NA; https://www.facebook.com/ArnieTevesOfficial; https://www.facebook.com/TevescaresNegor",1,1
"2409","TEVES JOEL",2016,178,"ORIENTAL MINDORO 1","REGION IV-B","UNA",0,NA,NA,"NA",0,0
"2410","TEVES PRYDE HENRY A",2010,169,"NEGROS ORIENTAL 3","REGION VII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"https://www.facebook.com/PrydeTevesOfficial",1,0
"2411","TEVES PRYDE HENRY ALIPIT",2013,169,"NEGROS ORIENTAL 3","VII","NATIONALIST PEOPLE'S COALITION",1,NA,NA,"https://www.facebook.com/PrydeTevesOfficial",0,0
"2412","TIANGCO JOHN REY",2019,160,"NAVOTAS ","NCR - THIRD DISTRICT","NAVOTENO",1,NA,"71001648","NA; https://www.facebook.com/thejohnreytiangco",1,0
"2413","TIANGCO TOBIAS REYNALD M",2010,160,"NAVOTAS CITY","NATIONAL CAPITAL REGION","PARTIDO NAVOTEÑO",1,NA,"81330872","NA; NA; https://www.facebook.com/TiangcoToby",1,1
"2414","TIANGCO TOBIAS REYNALD M",2013,160,"NAVOTAS CITY","NCR - THIRD DISTRICT","UNA/PN",1,NA,"81330872","NA; NA; https://www.facebook.com/TiangcoToby",1,1
"2415","TIANGCO TOBIAS REYNALD M",2016,160,"NAVOTAS","NCR¬†-¬†THIRD¬†DISTRICT","UNA",1,NA,"81330872","NA; NA; https://www.facebook.com/TiangcoToby",1,1
"2416","TIBIG RONALDO R",2010,87,"CITY OF MANILA 6","NATIONAL CAPITAL REGION","BIGKIS PINOY MOVEMENT",0,NA,NA,NA,0,0
"2417","TILOS ANITO",2016,235,"ZAMBOANGA CITY 1","REGION IX","IND",0,NA,NA,NA,0,0
"2418","TING NANCY",2019,42,"CAGAYAN 3","REGION II","NUP",0,NA,"1080390614108102528; 1051741275110535168","https://www.facebook.com/Tuguegarao101",0,0
"2419","TING RANDOLPH S",2010,42,"CAGAYAN 3","REGION II","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"NA; https://www.facebook.com/GovernorRandySeraTing; https://www.facebook.com/RSTinAction",1,0
"2420","TING RANDOLPH SERA",2013,42,"CAGAYAN 3","II","NUP",1,NA,NA,"NA; https://www.facebook.com/GovernorRandySeraTing; https://www.facebook.com/RSTinAction",0,0
"2421","TING RANDY",2016,42,"CAGAYAN 3","REGION II","NUP",1,NA,NA,"NA; https://www.facebook.com/GovernorRandySeraTing; https://www.facebook.com/RSTinAction",0,0
"2422","TINSAY CONRADO ARRANZ",2013,56,"CAPIZ 1","VI","IND",0,NA,NA,NA,0,0
"2423","TINSAY II CONRADO A",2010,56,"CAPIZ 1","REGION VI","INDEPENDENT",0,NA,NA,NA,0,0
"2424","TIQUIA CARLITOS B",2010,95,"CITY OF VALENZUELA 2","NATIONAL CAPITAL REGION","NATIONALIST PEOPLE'S COALITION",0,NA,NA,NA,0,0
"2425","TITO FRANCO",2019,104,"DAVAO DE ORO (COMPOSTELA VALLEY) 1","REGION XI","IND",0,NA,NA,"NA; NA; NA",0,0
"2426","TIÑGA SIGFRIDO R",2010,227,"TAGUIG CITY","NATIONAL CAPITAL REGION","PARTIDO LIBERAL NG PILIPINAS",1,NA,"174807741","NA",0,0
"2427","TOLENTINO ABRAHAM NG",2013,65,"CAVITE 7","IV-A","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"NA; https://www.facebook.com/tolentinobambol",0,0
"2428","TOLENTINO BAMBOL",2016,65,"CAVITE 7","REGION IV-A","LP",1,NA,NA,"NA; https://www.facebook.com/tolentinobambol",0,0
"2429","TOLENTINO BAMBOL",2019,66,"CAVITE 8","REGION IV-A","PDP-LABAN",1,NA,NA,"NA; https://www.facebook.com/tolentinobambol",0,0
"2430","TOLOSA ELMO BAÑEZ",2013,217,"SOUTH COTABATO 2","XII","UNA",0,NA,"1321735464","NA; NA; NA; NA",0,0
"2431","TOMAS LEOPOLDO C",2010,173,"NUEVA ECIJA 2","REGION III","NATIONALIST PEOPLE'S COALITION",0,NA,NA,NA,0,0
"2432","TONGSON RUELLA HIDALGO",2013,132,"LA UNION 1","I","IND",0,NA,NA,NA,0,0
"2433","TORIBIO CHE",2019,31,"BOHOL 3","REGION VII","PFP",0,NA,NA,"https://www.facebook.com/Che-Conchita-Toribio-Delos-Reyes-Official-108124697288345; NA; NA",0,0
"2434","TORRES SAMMY",2016,168,"NEGROS ORIENTAL 2","REGION VII","IND",0,NA,NA,NA,0,0
"2435","TORREVILLAS MANUEL VAN A",2010,209,"SAMAR 2","REGION VIII","NATIONALIST PEOPLE'S COALITION",0,NA,NA,"NA",0,0
"2436","TREÑAS JERRY P",2010,124,"ILOILO CITY (CAPITAL)","REGION VI","PARTIDO NACIONALISTA",1,NA,"1241724003867185152; 1319535517","https://www.facebook.com/JerryTrenasOfficial; NA; NA",1,1
"2437","TREÑAS JERRY P",2013,124,"ILOILO CITY","VI","PARTIDO LIBERAL NG PILIPINAS",1,NA,"1241724003867185152; 1319535517","https://www.facebook.com/JerryTrenasOfficial; NA; NA",1,1
"2438","TREÑAS JERRY P",2016,124,"ILOILO CITY","REGION VI","LP",1,NA,"1241724003867185152; 1319535517","https://www.facebook.com/JerryTrenasOfficial; NA; NA",1,1
"2439","TRIA BENJAMIN N",2010,177,"OCCIDENTAL MINDORO","REGION IV-B","NATIONALIST PEOPLE'S COALITION",0,NA,NA,"NA",0,0
"2440","TRIMOR PASTOR JR J",2010,144,"LEYTE 2","REGION VIII","BANGON PILIPINAS",0,NA,NA,NA,0,0
"2441","TRINIDAD MARIANO S",2010,54,"CAMARINES SUR 5","REGION V","PARTIDO DEMOKRATIKO PILIPINO-LAKAS NG BAYAN",0,NA,NA,NA,0,0
"2442","TRUYA CRISPULO RABIA",2013,147,"LEYTE 5","VIII","IND",0,NA,NA,NA,0,0
"2443","TUASON DARIUS SR M",2010,153,"MASBATE 2","REGION V","NATIONALIST PEOPLE'S COALITION",0,NA,NA,"NA",0,0
"2444","TUASON DARIUS SR MAGALLANES",2013,153,"MASBATE 2","V","NATIONALIST PEOPLE'S COALITION",0,NA,NA,"NA",0,0
"2445","TUASON NONG",2016,153,"MASBATE 2","REGION V","NPC",0,NA,NA,"NA",0,0
"2446","TUAZON ALEX C",2010,208,"SAMAR 1","REGION VIII","INDEPENDENT",0,NA,NA,NA,0,0
"2447","TUAZON RODOLFO T",2010,208,"SAMAR 1","REGION VIII","PARTIDO NACIONALISTA",0,NA,NA,NA,0,0
"2448","TUAZON RODRIGO R",2010,208,"SAMAR 1","REGION VIII","INDEPENDENT",0,NA,NA,NA,0,0
