"","can_name_clean","yr","sub","cst_n","cst","pty_n","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"1353","ZALIHA BINTI MUSTAFA",2008,"JOHOR","DISTRICT 162 (GELANG PATAH)",162,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none","1273571608691531520","NA",0,0
"1354","ZAMRI IBRAHIM",2018,"PERAK","DISTRICT 074 (LUMUT)",74,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"1355","ZARUL BIN SALLEH",2018,"JOHOR","DISTRICT 145 (BAKRI)",145,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"1356","ZOLKHARNAIN BIN ABIDIN",2008,"PERLIS","DISTRICT 001 (PADANG BESAR)",1,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none","814213459948621824","NA",0,0
"1357","ZUBIR BIN AHMAD",2018,"KEDAH","DISTRICT 004 (LANGKAWI)",4,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA; NA",0,0
"1358","ZULHASNAN BIN RAFIQUE",2018,"W.P. KUALA LUMPUR","DISTRICT 118 (SETIAWANGSA)",118,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"1359","ZULHASNAN RAFIQUE",2008,"F.T. KUALA LUMPUR (W.P. KUALA LUMPUR)","DISTRICT 118 (SETIAWANGSA)",118,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"Minister of Federal Territories",NA,"NA",0,0
"1360","ZULKEFLY BIN OTHMAN",2008,"MELAKA","DISTRICT 139 (JASIN)",139,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,"NA",0,0
"1361","ZULKIFLI BIN NOORDIN",2008,"KEDAH","DISTRICT 018 (KULIM BANDAR BAHARU)",18,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",1,"none","172286656","NA",0,1
"1362","ZULKIFLI BIN NOORDIN",2013,"SELANGOR","DISTRICT 108 (SHAH ALAM)",108,"BARISAN NASIONAL",0,"none","172286656","NA",0,1
"1363","ZULKIFLI MAMAT",2018,"KELANTAN","DISTRICT 029 (MACHANG)",29,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"1364","ZULKIPLI RAMZI",2018,"SARAWAK","DISTRICT 197 (KOTA SAMARAHAN)",197,"PARTI ISLAM SE MALAYSIA",0,"none","4735801723","NA",0,0
"1365","ZULRUSDI BIN MOHAMAD HOL",2013,"SARAWAK","DISTRICT 193 (SANTUBONG)",193,"PARTI KEADILAN RAKYAT",0,"none",NA,"https://www.facebook.com/NewSarawakForChange",0,0
"1366","ZULZAIM HILMEE ABIDIN",2018,"SABAH","DISTRICT 173 (PUTATAN)",173,"PARTI ISLAM SE MALAYSIA",0,"none","283317016","NA",0,1
"1367","ZURAIDA BINTI KAMARUDDIN",2008,"SELANGOR","DISTRICT 099 (AMPANG)",99,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",1,"none","970443788500922368","https://www.facebook.com/ZuraidaKamaruddinP.99",1,1
"1368","ZURAIDA BINTI KAMARUDDIN",2013,"SELANGOR","DISTRICT 099 (AMPANG)",99,"PARTI KEADILAN RAKYAT",1,"none","970443788500922368","NA",1,1
"1369","ZURAIDA BINTI KAMARUDDIN",2018,"SELANGOR","DISTRICT 099 (AMPANG)",99,"PARTI KEADILAN RAKYAT",1,"Minister in Housing and Local Development","970443788500922368","NA",1,1
"1370","ABD RAHMAN BAKRI",2008,"SELANGOR","DISTRICT 092 (SABAK BERNAM)",92,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none","627409150",NA,0,1
"1371","ABDUL AZIM BIN MOHD ZABIDI",2008,"PERAK","DISTRICT 059 (BUKIT GANTANG)",59,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none","928471976087129856",NA,0,1
"1372","AMRAN BIN MAT NOR",2008,"KELANTAN","DISTRICT 028 (PASIR PUTEH)",28,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none","205798755",NA,0,1
"1373","AWANG ADEK BIN HUSSIN",2008,"KELANTAN","DISTRICT 025 (BACHOK)",25,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"Deputy Minister of Finance","379608262",NA,0,0
"1374","AWANG ADEK BIN HUSSIN",2013,"KELANTAN","DISTRICT 025 (BACHOK)",25,"BARISAN NASIONAL",0,"none","379608262",NA,0,0
"1375","AWANG ADEK BIN HUSSIN",2018,"KELANTAN","DISTRICT 025 (BACHOK)",25,"BARISAN NASIONAL",0,"none","379608262",NA,0,0
"1376","CHUA SOON BUI",2008,"SABAH","DISTRICT 190 (TAWAU)",190,"NATIONAL FRONT - SABAH PROGRESSIVE PARTY",1,"none","565931705",NA,0,0
"1377","CHUA SOON BUI",2013,"SABAH","DISTRICT 190 (TAWAU)",190,"PARTI MAJU SABAH",0,"none","565931705",NA,0,0
"1378","JOSEPH ENTULU BELAUN",2008,"SARAWAK","DISTRICT 214 (SELANGAU)",214,"NATIONAL FRONT",1,"Deputy Minister of Rural and Regional Development","3272518940",NA,0,1
"1379","JOSEPH ENTULU BELAUN",2013,"SARAWAK","DISTRICT 214 (SELANGAU)",214,"BARISAN NASIONAL",1,"Minister in the Prime Minister's Department: Public Services Commission of Malaysia","3272518940",NA,0,1
"1380","KHAW VEON SZU",2008,"PENANG (PULAU PINANG)","DISTRICT 049 (TANJONG)",49,"NATIONAL FRONT-MALAYSIAN PEOPLE'S MOVEMENT PARTY",0,"none","18372794",NA,0,1
"1381","KOMALA DEVI M PERUMAL",2008,"SELANGOR","DISTRICT 109 (KAPAR)",109,"NATIONAL FRONT-MALAYSIAN INDIAN CONGRESS",0,"none","232640213",NA,0,1
"1382","LAI XUE CHING",2018,"PULAU PINANG","DISTRICT 051 (BUKIT GELUGOR)",51,"PARTI BERSAMA MALAYSIA",0,"none","937991252632408064",NA,0,1
"1383","LEE CHONG MENG",2008,"F.T. KUALA LUMPUR (W.P. KUALA LUMPUR)","DISTRICT 120 (BUKIT BINTANG)",120,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"none","2737559886",NA,0,0
"1384","LIM CHIN YEE",2013,"SELANGOR","DISTRICT 100 (PANDAN)",100,"BARISAN NASIONAL",0,"none","605179273",NA,0,0
"1385","LIM SU KIEN",2008,"SARAWAK","DISTRICT 217 (BINTULU)",217,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",0,"none","393220005",NA,0,1
"1386","LOO THIN TUCK",2013,"PERAK","DISTRICT 066 (BATU GAJAH)",66,"BARISAN NASIONAL",0,"none","198044532",NA,0,0
"1387","MALVINE REYES",2013,"SABAH","DISTRICT 191 (KALABAKAN)",191,"PARTI REFORMASI NEGERI",0,"none","1108826952",NA,0,0
"1388","MOHD NASIR B IBRAHIM",2008,"TERENGGANU","DISTRICT 035 (KUALA NERUS)",35,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none","613455621",NA,0,1
"1389","MOHD NASIR B IBRAHIM",2013,"TERENGGANU","DISTRICT 035 (KUALA NERUS)",35,"BARISAN NASIONAL",0,"none","613455621",NA,0,1
"1390","S SAMY VELLU A L SANGALIMUTHU",2008,"PERAK","DISTRICT 062 (SUNGAI SIPUT)",62,"NATIONAL FRONT-MALAYSIAN INDIAN CONGRESS",0,"none","221287276",NA,0,0
"1391","SHAZIMAN ABU MANSOR",2008,"NEGERI SEMBILAN","DISTRICT 133 (TAMPIN)",133,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"Minister of Energy, Water and Communication; Minister of Works","271193989",NA,0,1
"1392","SHAZIMAN ABU MANSOR",2013,"NEGERI SEMBILAN","DISTRICT 133 (TAMPIN)",133,"BARISAN NASIONAL",1,"none","271193989",NA,0,1
"1393","SHAZIMAN ABU MANSOR",2018,"NEGERI SEMBILAN","DISTRICT 133 (TAMPIN)",133,"BARISAN NASIONAL",0,"none","271193989",NA,0,1
"1394","TAN TEE BENG",2008,"PENANG (PULAU PINANG)","DISTRICT 047 (NIBONG TEBAL)",47,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",1,"none","263046567",NA,0,0
"1395","TAN TEE BENG",2018,"PULAU PINANG","DISTRICT 047 (NIBONG TEBAL)",47,"BEBAS",0,"none","263046567",NA,0,0
"1396","UTHAYAKUMAR",2013,"SELANGOR","DISTRICT 111 (KOTA RAJA)",111,"INDEPENDENT",0,"none","318328351",NA,0,0
"1397","YAP KENG TAK",2018,"JOHOR","DISTRICT 161 (PULAI)",161,"BEBAS",0,"none","143786705",NA,0,0
"1398","ZAMREE  MOHD SUFFIAN B ABDUL HABI",2013,"SABAH","DISTRICT 189 (SEMPORNA)",189,"PARTI KEADILAN RAKYAT",0,"none","209965717",NA,0,0
"1399","AZMI BIN KHALID",2008,"PERLIS","DISTRICT 001 (PADANG BESAR)",1,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none",NA,NA,0,0
"1400","MOHD RADZI BIN SHEIKH AHMAD",2008,"PERLIS","DISTRICT 002 (KANGAR)",2,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none",NA,NA,0,0
"1401","TUNKU ABDUL RAHMAN BIN TUNKU ISMAIL",2008,"PERLIS","DISTRICT 002 (KANGAR)",2,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1402","ISMAIL BIN KASSIM",2008,"PERLIS","DISTRICT 003 (ARAU)",3,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none",NA,NA,0,0
"1403","ABU BAKAR BIN TAIB",2008,"KEDAH","DISTRICT 004 (LANGKAWI)",4,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none",NA,NA,0,0
"1404","WAN SALLEH BIN WAN ISA",2008,"KEDAH","DISTRICT 004 (LANGKAWI)",4,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1405","ABD ISA BIN ISMAIL",2008,"KEDAH","DISTRICT 006 (KUBANG PASU)",6,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1406","ABDUL RAHMAN BIN IBRAHIM",2008,"KEDAH","DISTRICT 008 (POKOK SENA)",8,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,NA,0,0
"1407","HASHIM BIN JAHAYA",2008,"KEDAH","DISTRICT 010 (KUALA KEDAH)",10,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,NA,0,0
"1408","BADRUDDIN BIN AMIRULDIN",2008,"KEDAH","DISTRICT 012 (JERAI)",12,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,NA,0,0
"1409","MOHD FIRDAUS BIN JAAFAR",2008,"KEDAH","DISTRICT 012 (JERAI)",12,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",1,"none",NA,NA,0,0
"1410","CHE UDA BIN CHE NIK",2008,"KEDAH","DISTRICT 013 (SIK)",13,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",1,"none",NA,NA,0,0
"1411","ZAINUDIN BIN MAIDIN",2008,"KEDAH","DISTRICT 015 (SUNGAI PETANI)",15,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,NA,0,0
"1412","DATO AB HALIM BIN AB RAHMAN",2008,"KELANTAN","DISTRICT 020 (PENGKALAN CHEPA)",20,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",1,"none",NA,NA,0,0
"1413","RAHIM BIN MOHD ZAIN",2008,"KELANTAN","DISTRICT 020 (PENGKALAN CHEPA)",20,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,NA,0,0
"1414","WAN ABD RAHIM BIN WAN ABDULLAH",2008,"KELANTAN","DISTRICT 021 (KOTA BHARU)",21,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",1,"none",NA,NA,0,0
"1415","ISMA AIRFATH BIN HASSANUDDIN",2008,"KELANTAN","DISTRICT 023 (RANTAU PANJANG)",23,"INDIVIDUAL",0,"none",NA,NA,0,0
"1416","MOHD AFANDI BIN YUSOFF",2008,"KELANTAN","DISTRICT 023 (RANTAU PANJANG)",23,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,NA,0,0
"1417","AB GHANI BIN MAMAT",2008,"KELANTAN","DISTRICT 024 (KUBANG KERIAN)",24,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,NA,0,0
"1418","AB AZIZ BIN AB KADIR",2008,"KELANTAN","DISTRICT 026 (KETEREH)",26,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",1,"none",NA,NA,0,0
"1419","ASMADI BIN ABU BAKAR",2008,"KELANTAN","DISTRICT 027 (TANAH MERAH)",27,"INDIVIDUAL",0,"none",NA,NA,0,0
"1420","SHAARI BIN HASSAN",2008,"KELANTAN","DISTRICT 027 (TANAH MERAH)",27,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,NA,0,0
"1421","MUHAMMAD BIN HUSAIN",2008,"KELANTAN","DISTRICT 028 (PASIR PUTEH)",28,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",1,"none",NA,NA,0,0
"1422","MOHD AFANDI BIN MOHAMAD",2008,"KELANTAN","DISTRICT 030 (JELI)",30,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1423","CHE MUSA BIN CHE OMAR",2008,"KELANTAN","DISTRICT 031 (KUALA KRAI)",31,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,NA,0,0
"1424","ZULKEFLI BIN MOHAMED",2008,"KELANTAN","DISTRICT 032 (GUA MUSANG)",32,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1425","ABDULLAH BIN MD ZIN",2008,"TERENGGANU","DISTRICT 033 (BESUT)",33,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none",NA,NA,0,0
"1426","MOHD PAUZI BIN MUDA",2008,"TERENGGANU","DISTRICT 034 (SETIU)",34,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1427","M SHUKRIMUN BIN SHAMSUDIN",2008,"TERENGGANU","DISTRICT 035 (KUALA NERUS)",35,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1428","MAIMUN BINTI YUSUF",2008,"TERENGGANU","DISTRICT 036 (KUALA TERENGGANU)",36,"INDIVIDUAL",0,"none",NA,NA,0,0
"1429","RAZALI BIN ISMAIL",2008,"TERENGGANU","DISTRICT 036 (KUALA TERENGGANU)",36,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"Deputy Minister of Education",NA,NA,0,0
"1430","AHMAD RAMZI BIN MOHAMAD ZUBIR",2008,"TERENGGANU","DISTRICT 037 (MARANG)",37,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,NA,0,0
"1431","KAMARUZAMAN BIN ABDULLAH",2008,"TERENGGANU","DISTRICT 038 (HULU TERENGGANU)",38,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,1,0
"1432","MOHD NOR BIN OTHMAN",2008,"TERENGGANU","DISTRICT 038 (HULU TERENGGANU)",38,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none",NA,NA,0,0
"1433","MATULIDI BIN JUSOH",2008,"TERENGGANU","DISTRICT 039 (DUNGUN)",39,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none",NA,NA,0,0
"1434","PIRDAUS BIN ISMAIL",2008,"PENANG (PULAU PINANG)","DISTRICT 044 (PERMATANG PAUH)",44,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,NA,0,0
"1435","CHIA KWANG CHYE",2008,"PENANG (PULAU PINANG)","DISTRICT 048 (BUKIT BENDERA)",48,"NATIONAL FRONT-MALAYSIAN PEOPLE'S MOVEMENT PARTY",0,"none",NA,NA,0,0
"1436","BADRUL ZAMAN BIN P S MD ZAKARIAH",2008,"PENANG (PULAU PINANG)","DISTRICT 050 (JELUTONG)",50,"INDIVIDUAL",0,"none",NA,NA,0,0
"1437","KARPAL SINGH A L RAM SINGH",2008,"PENANG (PULAU PINANG)","DISTRICT 051 (BUKIT GELUGOR)",51,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",1,"none",NA,NA,0,0
"1438","OOI SIEW KIM",2008,"PENANG (PULAU PINANG)","DISTRICT 052 (BAYAN BARU)",52,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"none",NA,NA,0,0
"1439","NORRAESAH BINTI MOHAMAD",2008,"PENANG (PULAU PINANG)","DISTRICT 053 (BALIK PULAU)",53,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,NA,0,0
"1440","MUHAMAD ZULKIFLI BIN MOHAMAD ZAKARIA",2008,"PERAK","DISTRICT 055 (LENGGONG)",55,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1441","MOHD DHARI BIN OTHMAN",2008,"PERAK","DISTRICT 056 (LARUT)",56,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1442","ABDUL RAMAN BIN SULIMAN",2008,"PERAK","DISTRICT 057 (PARIT BUNTAR)",57,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,NA,0,0
"1443","MOHGANAN A L P MANIKAM",2008,"PERAK","DISTRICT 059 (BUKIT GANTANG)",59,"INDIVIDUAL",0,"none",NA,NA,0,0
"1444","ROSLAN BIN SHAHARUM",2008,"PERAK","DISTRICT 059 (BUKIT GANTANG)",59,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",1,"none",NA,NA,0,0
"1445","MOHAMED NAZRI BIN ABDUL AZIZ",2008,"PERAK","DISTRICT 061 (PADANG RENGAS)",61,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"Minister in Prime Minister Department: Legal Affairs",NA,NA,0,0
"1446","NOR RIZAN BIN OON",2008,"PERAK","DISTRICT 062 (SUNGAI SIPUT)",62,"INDIVIDUAL",0,"none",NA,NA,0,0
"1447","MOHAMAD ASRI BIN OTHMAN",2008,"PERAK","DISTRICT 063 (TAMBUN)",63,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1448","CHEAH YOKE CAN",2008,"PERAK","DISTRICT 066 (BATU GAJAH)",66,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"none",NA,NA,0,0
"1449","KHAIRUDDIN BIN ABD MALIK",2008,"PERAK","DISTRICT 067 (KUALA KANGSAR)",67,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1450","KEONG MENG SING",2008,"PERAK","DISTRICT 070 (KAMPAR)",70,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",0,"none",NA,NA,0,0
"1451","LING HEE LEONG",2008,"PERAK","DISTRICT 071 (GOPENG)",71,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"none",NA,NA,0,0
"1452","SUWARDI BIN SAPUAN",2008,"PERAK","DISTRICT 074 (LUMUT)",74,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1453","MADZI BIN HASAN",2008,"PERAK","DISTRICT 075 (BAGAN DATOK)",75,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1454","MOHAMAD AZMAN BIN MARJOHAN",2008,"PERAK","DISTRICT 077 (TANJONG MALIM)",77,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1455","MOHAMED NILAM BIN ABDUL MANAP",2008,"PAHANG","DISTRICT 079 (LIPIS)",79,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1456","ABU BAKAR BIN LEBAI SUDIN",2008,"PAHANG","DISTRICT 080 (RAUB)",80,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",0,"none",NA,NA,0,0
"1457","TENGKU AZLAN SULTAN ABU BAKAR",2008,"PAHANG","DISTRICT 081 (JERANTUT)",81,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none",NA,NA,0,0
"1458","FU AH KIOW  FU SOON GUAN",2008,"PAHANG","DISTRICT 083 (KUANTAN)",83,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"none",NA,NA,0,0
"1459","ABDUL MANAN ISMAIL",2008,"PAHANG","DISTRICT 084 (PAYA BESAR)",84,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none",NA,NA,0,0
"1460","MOHD JAFRI BIN AB RASHID",2008,"PAHANG","DISTRICT 084 (PAYA BESAR)",84,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1461","PONUSAMY A L GOVINDASAMY",2008,"PAHANG","DISTRICT 089 (BENTONG)",89,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1462","JAMALUDIN BIN JARJIS",2008,"PAHANG","DISTRICT 091 (ROMPIN)",91,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none",NA,NA,0,0
"1463","ZAINAL ABIDIN BIN AHMAD",2008,"SELANGOR","DISTRICT 094 (HULU SELANGOR)",94,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",1,"none",NA,NA,0,0
"1464","KOH SWE YONG",2008,"SELANGOR","DISTRICT 097 (SELAYANG)",97,"MALAYSIAN PEOPLE'S PARTY",0,"none",NA,NA,0,0
"1465","AZMAN WAHID",2008,"SELANGOR","DISTRICT 099 (AMPANG)",99,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,NA,0,0
"1466","LAU YENG PENG",2008,"SELANGOR","DISTRICT 103 (PUCHONG)",103,"NATIONAL FRONT-MALAYSIAN PEOPLE'S MOVEMENT PARTY",0,"none",NA,NA,0,0
"1467","LIM PENG SOON",2008,"SELANGOR","DISTRICT 104 (KELANA JAYA)",104,"INDIVIDUAL",0,"none",NA,NA,0,0
"1468","ABDUL AZIZ SHAMSUDDIN",2008,"SELANGOR","DISTRICT 108 (SHAH ALAM)",108,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,NA,0,0
"1469","MANIKAVASAGAM A L SUNDARAM",2008,"SELANGOR","DISTRICT 109 (KAPAR)",109,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",1,"none",NA,NA,0,0
"1470","ABDULLAH SANI BIN ABDUL HAMID",2008,"SELANGOR","DISTRICT 112 (KUALA LANGAT)",112,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",1,"none",NA,NA,0,0
"1471","MOHAMED MAKKI BIN AHMAD",2008,"SELANGOR","DISTRICT 113 (SEPANG)",113,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1472","LIM SI PIN",2008,"F.T. KUALA LUMPUR (W.P. KUALA LUMPUR)","DISTRICT 115 (BATU)",115,"NATIONAL FRONT-MALAYSIAN PEOPLE'S MOVEMENT PARTY",0,"none",NA,NA,0,0
"1473","LO LO BINTI HJ MOHAMAD GHAZALI",2008,"F.T. KUALA LUMPUR (W.P. KUALA LUMPUR)","DISTRICT 119 (TITIWANGSA)",119,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",1,"none",NA,NA,0,0
"1474","PERIASAMY A L NAGARATHNAM",2008,"F.T. KUALA LUMPUR (W.P. KUALA LUMPUR)","DISTRICT 121 (LEMBAH PANTAI)",121,"INDIVIDUAL",0,"none",NA,NA,0,0
"1475","CAROL CHEW CHEE LIN",2008,"F.T. KUALA LUMPUR (W.P. KUALA LUMPUR)","DISTRICT 122 (SEPUTEH)",122,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"none",NA,NA,0,0
"1476","JEFFREY GOH SIM IK",2008,"F.T. KUALA LUMPUR (W.P. KUALA LUMPUR)","DISTRICT 123 (CHERAS)",123,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"none",NA,NA,0,0
"1477","TAN CHAI HO",2008,"F.T. KUALA LUMPUR (W.P. KUALA LUMPUR)","DISTRICT 124 (BANDAR TUN RAZAK)",124,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"none",NA,NA,0,0
"1478","MOHAMAD NOOR BIN MOHAMAD",2008,"F.T. PUTRAJAYA (W.P. PUTRAJAYA)","DISTRICT 125 (PUTRAJAYA)",125,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1479","SITI MERIAM BINTI NAAM",2008,"NEGERI SEMBILAN","DISTRICT 127 (JEMPOL)",127,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1480","YU CHOK TOW",2008,"NEGERI SEMBILAN","DISTRICT 128 (SEREMBAN)",128,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"none",NA,NA,0,0
"1481","ANNUAR BIN MOHD SALLEH",2008,"NEGERI SEMBILAN","DISTRICT 129 (KUALA PILAH)",129,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
